Comuna,Region,EspeciesPT,GrupoPT,GRUPO ESPECIE AGRUPADO,toponimio,TipoPorcion,superficieTotal,Tipo Titulares,Macrozona,Tipo Toponimio
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL BYNON, AL NORTE DE ISLA JESÚS, SECTOR 1",(1): AGUA Y FONDO,4.5,Empresa,Austral,Canal,,
QUELLON,REGIÓN DE LOS LAGOS,"ABALON JAPONES, ABALON ROJO, CHOLGA, CHORITO, CHORO, OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","ABALONES, MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,"(1): NORESTE DE PUNTA YELCHO, ISLA CAILÍN",(1): AGUA Y FONDO,8.77,Empresa,Sur,Punta,,
QUELLON,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,"(1): ESTERO YALDAD, AL NOROESTE DE ISLA PICHIGUAPI",(1): AGUA Y FONDO,2.05,Empresa,Sur,Estero,,
PUQUELDON,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,"(1): ENSENADA DETIF, ISLA LEMUY",(1): AGUA Y FONDO,12.0,Empresa,Sur,Ensenada,,
PUQUELDON,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,"(1): NORTE DE PUNTA DETIF, ISLA LEMUY",(1): AGUA Y FONDO,11.47,Empresa,Sur,Punta,,
CHAITEN,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): OESTE DE PUNTA GAONA, ISLA CHULÍN",(1): AGUA Y FONDO,6.78,Empresa,Sur,Punta,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,"(1): CANAL HORNOPIRÉN, AL NORTE DE PUNTA PUTRINIL",(1): AGUA Y FONDO,50.0,Empresa,Sur,Canal,,
QUINCHAO,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): SURESTE DE PUNTA LONHUI, ISLA LLINGUA",(1): AGUA Y FONDO,2.92,Empresa,Sur,Punta,,
CALBUCO,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): SURESTE PUNTA MARTIN, ISLA QUEULLÍN",(1): AGUA Y FONDO,10.0,Empresa,Sur,Punta,,
CHAITEN,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,(1): NORTE DE ISLA NAYAHUE,(1): AGUA Y FONDO,3.0,Empresa,Sur,Isla,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): CANAL HORNOPIRÉN, SECTOR LA ARENA",(1): AGUA Y FONDO,3.0,Persona natural,Sur,Canal,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL CHIPANA, AL OESTE DE ISLA FILOMENA",(1): AGUA Y FONDO,12.5,Empresa,Austral,Canal,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANAL MORALEDA, AL NORTE DE ISLA FILOMENA",(1): AGUA Y FONDO,12.5,Empresa,Austral,Canal,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL FERRONAVE, AL ESTE DE ISLA VIOLA",(1): AGUA Y FONDO,5.4,Empresa,Austral,Canal,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL PIURE, AL NORTE DE ISLA ARBOLITO",(1): AGUA Y FONDO,12.5,Empresa,Austral,Canal,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO GALLO, AL NORESTE DE ISLA GARRAO",(1): AGUA Y FONDO,12.5,Empresa,Austral,Estero,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,(1): OESTE DE ISLA LAMALEC,(1): AGUA Y FONDO,12.5,Empresa,Austral,Isla,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL PÉREZ NORTE, AL NORESTE PUNTA GARRAO, ISLA GARRAO",(1): AGUA Y FONDO,12.5,Empresa,Austral,Canal,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): BAHÍA SIN NOMBRE, ISLA VICTORIA",(1): AGUA Y FONDO,3.6,Empresa,Austral,Bahía,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL LLANCAHUÉ, AL NORESTE DE ISLA ABEL",(1): AGUA Y FONDO,15.0,Empresa,Sur,Canal,,
CALDERA,REGIÓN DE ATACAMA,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): PUERTO CALDERILLA, ENTRE PUNTA LAGARTO Y PUNTA EST",(1): AGUA Y FONDO,1.22,Persona natural,Norte,Puerto,,
PUNTA ARENAS,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL SIN NOMBRE, PENÍNSULA GREENOUGH, ISLA CAPITÁN ARACENA",(1): AGUA Y FONDO,3.6,Empresa,Austral,Canal,,
PUNTA ARENAS,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): SENO PETITE, AL SUR DE PUNTA OLVIDO, ISLA CAPITÁN ARACENA",(1): AGUA Y FONDO,3.6,Empresa,Austral,Seno,,
GUAITECAS,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CHOLGA, CHORITO, CHORO, OSTION DEL NORTE, OSTION DEL SUR, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,"(1): CANAL LEUCAYEC, AL SUROESTE DE ISLA EMMA",(1): AGUA Y FONDO,0.99,Persona natural,Austral,Canal,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): ESTERO LYNG, CALETA DEL FONDO, ISLA RIVERO",(1): AGUA Y FONDO,6.65,Empresa,Austral,Estero,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL PULLUCHE, CALETA CAMPAMENTO, ISLA RIVERO",(1): AGUA Y FONDO,3.88,Empresa,Austral,Canal,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL CIRIACO, AL SUR DE ISLAS LANCES NUEVOS",(1): AGUA Y FONDO,4.5,Empresa,Austral,Canal,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANAL WILLIAMS, AL SURESTE DE ISLA GARRIDO",(1): AGUA Y FONDO,2.0,Empresa,Austral,Canal,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): RIBERA SUR ESTERO POLLA, ISLA TAHUENAHUEC",(1): AGUA Y FONDO,4.0,Empresa,Austral,Estero,,
QUELLON,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MITILIDOS, SALMONIDOS",PECES,"(1): GOLFO CORCOVADO, AL SURESTE DE PUNTA CAUCACURA",(1): AGUA Y FONDO,4.97,Empresa,Sur,Golfo,,
CHAITEN,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,(1): NOROESTE DE PUNTA GAZITÚA,(1): AGUA Y FONDO,26.86,Empresa,Sur,Punta,,
CURACO DE VELEZ,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): CANAL DALCAHUE, SECTOR HUYAR, ISLA QUINCHAO",(1): AGUA Y FONDO,7.0,Persona natural,Sur,Canal,,
CHONCHI,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS",MOLUSCOS,(1): BAHÍA YAL,(1): AGUA Y FONDO,3.83,Persona natural,Sur,Bahía,,
CHAITEN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): PENÍNSULA HUEQUI, AL NOROESTE DE PUNTA YELCHO",(1): AGUA Y FONDO,4.5,Empresa,Sur,Península,,
CHAITEN,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,(1): OESTE DE ISLA ICA,(1): AGUA Y FONDO,0.67,Empresa,Sur,Isla,,
CHAITEN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): PENÍNSULA HUEQUI, AL NOROESTE DE PUNTA YELCHO",(1): AGUA Y FONDO,2.36,Empresa,Sur,Península,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL SIN NOMBRE, ENTRE ISLA CHAFFERS E ISLA NAVARRO",(1): AGUA Y FONDO,4.0,Empresa,Austral,Canal,,
QUELLON,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,(1): QUELLÓN VIEJO,(1): AGUA Y FONDO,9.68,Empresa,Sur,Poblado,,
PUQUELDON,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,"(1): LLUCURA, ISLA LEMUY",(1): AGUA Y FONDO,12.22,Empresa,Sur,Pueblo,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,(1): SUR DE ISLA GARRAO,(1): AGUA Y FONDO,12.5,Empresa,Austral,Isla,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,(1): NORESTE DE ISLA GARRAO,(1): AGUA Y FONDO,12.5,Empresa,Austral,Isla,,
GUAITECAS,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ISLAS PELIGROSO O MANZANO, AL SUR DE ISLA YATES",(1): AGUA Y FONDO,3.38,Empresa,Austral,Isla,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,(1): NOROESTE DE ISLA FRANCISCO,(1): AGUA Y FONDO,12.5,Empresa,Austral,Isla,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL PIHUEL, AL OESTE DE ISLA VERDUGO",(1): AGUA Y FONDO,8.0,Empresa,Austral,Canal,,
QUEMCHI,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,(1): SURESTE DE PUNTA PIRQUEN,(1): AGUA Y FONDO,31.47,Empresa,Sur,Punta,,
QUEILEN,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): ISLA TRANQUI, ENTRE PUNTA CHEQUELEN Y PUNTA VILO",(1): AGUA Y FONDO,8.3,Empresa,Sur,Isla,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ISLAS GALAS, AL SUROESTE DE ISLA GALA",(1): AGUA Y FONDO,7.5,Empresa,Austral,Isla,,
QUEILEN,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): ENSENADA DETICO, AL NORTE DE ISLOTE CHAGUALIN",(1): AGUA Y FONDO,2.0,Empresa,Sur,Ensenada,,
CHAITEN,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): GOLFO CORCOVADO, AL NORTE DE BAHÍA CORCOVADO",(1): AGUA Y FONDO,3.92,Empresa,Sur,Golfo,,
QUEILEN,REGIÓN DE LOS LAGOS,"ABALON JAPONES, ABALON ROJO",ABALONES,MOLUSCOS,"(1): ENSENADA MAPUÉ, ISLA TRANQUI",(1): AGUA Y FONDO,17.1,Empresa,Sur,Ensenada,,
QUEILEN,REGIÓN DE LOS LAGOS,"ABALON JAPONES, ABALON ROJO",ABALONES,MOLUSCOS,"(1): ENSENADA LEUTEPO, ISLA TRANQUI",(1): AGUA Y FONDO,6.76,Empresa,Sur,Ensenada,,
CALBUCO,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): ENSENADA CODIHUÉ, AL ESTE DE  PUNTA PEUQUE",(1): AGUA Y FONDO,10.0,Empresa,Sur,Ensenada,,
PUQUELDON,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS",MOLUSCOS,"(1): CANAL LEMUY, AL OESTE DE PUNTA CHALIHUE, ISLA LEMUY",(1): AGUA Y FONDO,6.0,Persona natural,Sur,Canal,,
CHONCHI,REGIÓN DE LOS LAGOS,"ABALON JAPONES, ABALON ROJO, CHOLGA, CHORITO, CHORO, OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","ABALONES, MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,(1): ENSENADA TERAO,(1): AGUA Y FONDO,15.92,Persona natural,Sur,Ensenada,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL SIMPSON, AL SURESTE DE ISLA LOS MELLELES",(1): AGUA Y FONDO,1.73,Empresa,Austral,Canal,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANAL WILLIAMS, AL OESTE DE ISLA RIVERO",(1): AGUA Y FONDO,2.0,Empresa,Austral,Canal,,
QUELLON,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,(1): CALETA SAN JUAN DE CHADMO,(1): AGUA Y FONDO,7.23,Persona natural,Sur,Caleta,,
