Comuna,Region,EspeciesPT,GrupoPT,GRUPO ESPECIE AGRUPADO,toponimio,TipoPorcion,superficieTotal,Tipo Titulares,Macrozona,Tipo Toponimio
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL CHAFFERS, AL OESTE DE ISLA BOLADOS",(1): AGUA Y FONDO,2.0,Empresa,Austral,Canal,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): FIORDO AYSÉN, ENTRE PUNTA ANGOSTA Y ESTERO MANCO",(1): AGUA Y FONDO,150.22,Empresa,Austral,Fiordo,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL PÉREZ SUR, AL NOROESTE DE ISLA CUNEO",(1): AGUA Y FONDO,4.5,Empresa,Austral,Canal,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO FINO, ISLA CONCOTO",(1): AGUA Y FONDO,4.0,Empresa,Austral,Estero,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL JACAF, AL OESTE DE PUNTA PORVENIR",(1): AGUA Y FONDO,7.5,Empresa,Austral,Canal,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): PASO PETREL, AL NORESTE DE ISLA CHITA",(1): AGUA Y FONDO,2.5,Empresa,Austral,Paso,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): RADA PALENA, AL ESTE DE PUNTA GUALA",(1): AGUA Y FONDO,4.0,Empresa,Austral,Bahía,,
CALBUCO,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): ESTERO CHOPE, ISLA PULUQUI",(1): AGUA Y FONDO,3.15,Persona natural,Sur,Estero,,
QUEMCHI,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS",MOLUSCOS,"(1): CANAL CAUCAHUÉ, AL ESTE DE PUNTA GUARDIANO",(1): AGUA Y FONDO,9.02,Empresa,Sur,Canal,,
QUEMCHI,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): CANAL CAUCAHUÉ, AL NORTE DE PUNTA QUELER, ISLA CAUCAHUÉ",(1): AGUA Y FONDO,43.11,Empresa,Sur,Canal,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): SENO RELONCAVÍ, ISLOTES CAICURA",(1): AGUA Y FONDO,3.95,Empresa,Sur,Seno,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANAL JACAF, AL ESTE DE PUNTA AYACUCHO",(1): AGUA Y FONDO,2.5,Empresa,Austral,Canal,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,(1): SUR DE ISLA CHURRECUE,(1): AGUA Y FONDO,19.69,Empresa,Austral,Isla,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): PASO GUAPO, AL SURESTE DE PUNTA PAREDES, ISLA CLEMENTE",(1): AGUA Y FONDO,2.0,Empresa,Austral,Paso,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANAL WILLIAMS, AL SURESTE DE ISLA GARRIDO",(1): AGUA Y FONDO,2.0,Empresa,Austral,Canal,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANAL PULLUCHE, AL SUR DE ISLA RIVERO",(1): AGUA Y FONDO,2.0,Empresa,Austral,Canal,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANAL PICHIRUPA, AL NORTE DE ISLA ITALIA",(1): AGUA Y FONDO,2.0,Empresa,Austral,Canal,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): BAHÍA ANNA PINK, AL SUR DE ISLA LARGA",(1): AGUA Y FONDO,2.0,Empresa,Austral,Bahía,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL PICHIRUPA, AL SUR DE ISLOTE SIN NOMBRE",(1): AGUA Y FONDO,2.25,Empresa,Austral,Canal,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,(1): ESTE DE ISLA JUAN,(1): AGUA Y FONDO,1.73,Empresa,Austral,Isla,,
CHAITEN,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): BAHÍA CORCOVADO, AL ESTE DE RÍO CORCOVADO",(1): AGUA Y FONDO,3.75,Empresa,Sur,Bahía,,
QUEILEN,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): ENSENADA DETICO, AL ESTE DE ISLOTE CHAGUALIN",(1): AGUA Y FONDO,1.36,Persona natural,Sur,Ensenada,,
PUERTO MONTT,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,(1): BAHÍA HUENQUILLAHUE,(1): AGUA Y FONDO,12.03,Empresa,Sur,Bahía,,
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO ÚLTIMA ESPERANZA, AL NOROESTE DE PUNTA EJIDIO",(1): AGUA Y FONDO,3.77,Empresa,Austral,Estero,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL WILLIAMS, AL ESTE DE ISLA CLEMENTE",(1): AGUA Y FONDO,2.0,Empresa,Austral,Canal,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,(1): SURESTE DE ISLA JUAN,(1): AGUA Y FONDO,1.76,Empresa,Austral,Isla,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ISLAS GALA, AL SUR DE ISLA HARRY",(1): AGUA Y FONDO,7.5,Empresa,Austral,Isla,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL VICUÑA, AL NOROESTE DE ISLA HUMOS",(1): AGUA Y FONDO,1.5,Empresa,Austral,Canal,,
CHAITEN,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): GOLFO CORCOVADO, MORRO EL MORRILLO",(1): AGUA Y FONDO,3.75,Empresa,Sur,Golfo,,
CHAITEN,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): BAHÍA CORCOVADO, SECTOR MORRO EL MORRILLO",(1): AGUA Y FONDO,2.0,Empresa,Sur,Bahía,,
QUELLON,REGIÓN DE LOS LAGOS,"ABALON JAPONES, ABALON ROJO, CHOLGA, CHORITO, CHORO, OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","ABALONES, MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,"(1): QUELLÓN VIEJO, AL OESTE DE PUNTA LÚA",(1): AGUA Y FONDO,5.43,Empresa,Sur,Poblado,,
QUELLON,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,"(1): CANAL CHAIGUAO, AL OESTE DE PUNTA TILIN",(1): AGUA Y FONDO,6.61,Empresa,Sur,Canal,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS",MOLUSCOS,"(1): CANAL HORNOPIRÉN, CALETA RÍO NEGRO",(1): AGUA Y FONDO,4.0,Persona natural,Sur,Canal,,
CURACO DE VELEZ,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,"(1): CANAL DALCAHUE, SECTOR SAN JAVIER, ISLA QUINCHAO",(1): AGUA Y FONDO,8.91,Empresa,Sur,Canal,,
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): ESTERO POCA ESPERANZA, AL SUROESTE DE BAHÍA TRANQUILA",(1): AGUA Y FONDO,3.36,Empresa,Austral,Estero,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO CUPQUELAN, AL OESTE DE ESTERO BALLENA",(1): AGUA Y FONDO,2.38,Empresa,Austral,Estero,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL DARWIN, AL NOROESTE DE ISLA LUZ",(1): AGUA Y FONDO,3.0,Empresa,Austral,Canal,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANAL DARWIN, AL SUR DE ISLA PALUMBO",(1): AGUA Y FONDO,3.0,Empresa,Austral,Canal,,
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,(1): SUR DE ISLA PAULINA,(1): AGUA Y FONDO,3.0,Empresa,Austral,Isla,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANAL MORALEDA, AL NORESTE DE ISLA SIERRA",(1): AGUA Y FONDO,4.5,Empresa,Austral,Canal,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): RADA PALENA, AL SUR DE PENÍNSULA COCA, SECTOR 3",(1): AGUA Y FONDO,1.92,Empresa,Austral,Bahía,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL PÉREZ SUR, AL SUR DE ISLA LALANCA",(1): AGUA Y FONDO,6.0,Empresa,Austral,Canal,,
GUAITECAS,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL CUERVO, AL SUR DE ESTERO EL CUERVO, ISLA GUAITECA",(1): AGUA Y FONDO,6.01,Empresa,Austral,Canal,,
CISNES,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): RADA PALENA, AL SUR DE PENÍNSULA COCA, SECTOR 2",(1): AGUA Y FONDO,2.0,Empresa,Austral,Bahía,,
QUEILEN,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): ESTERO MECHAI, AL NORESTE DE PUNTA MECHAI",(1): AGUA Y FONDO,0.8,Persona natural,Sur,Estero,,
QUEMCHI,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANAL TAC, SECTOR BAJO DUGOAB, ISLA TAC",(1): AGUA Y FONDO,10.0,Empresa,Sur,Canal,,
QUELLON,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,(1): ESTERO YALDAD,(1): AGUA Y FONDO,4.5,Persona natural,Sur,Estero,,
ANCUD,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,(1): RÍO PUDETO,(1): AGUA Y FONDO,4.96,Empresa,Sur,Río,,
QUELLON,REGIÓN DE LOS LAGOS,"ABALON JAPONES, ABALON ROJO, CHOLGA, CHORITO, CHORO, OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","ABALONES, MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,"(1): ESTERO OQUELDAN, AL SURESTE DE PUNTA TILIN",(1): AGUA Y FONDO,3.63,Empresa,Sur,Estero,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): ESTERO COMAU, CALETA PIEDRA BLANCA",(1): AGUA Y FONDO,2.0,Empresa,Sur,Estero,,
CALBUCO,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,"(1): CANAL ABTAO, PUNTA ABTAO",(1): AGUA Y FONDO,5.0,Empresa,Sur,Canal,,
CHAITEN,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL APIAO, AL NOROESTE DE PUNTA ESPINOZA, ISLA C",(1): AGUA Y FONDO,41.27,Empresa,Sur,Canal,,
